"","worker_id","StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q66_1","catch1","catch2","rehearse_question","rehearse_question_2_TEXT","conversation_focus","earworms","convo_memory_friend","convo_memory_friend_1_TEXT","convo_memory_self","convo_memory_self_1_TEXT","hearing_conversation","hearing_conversation_1_TEXT","sing_along","sing_along_thinking","other_voice_quality","other_voice_quality_1_TEXT","thinking_in_ideas","thinking_in_ideas_1_TEXT","express_inner_states","stress_IS","narrative_IS","dyslexia","revise_convo","rehearse_convo","exp_type_nodding_off","impulsiveness_1","impulsiveness_2","impulsiveness_3","others_experiences_1","others_experiences_4","others_experiences_5","others_experiences_DO_1","others_experiences_DO_4","others_experiences_DO_5","Q63_95","Q63_96","Q63_97","Q63_98","Q63_100","Q63_101","Q63_102","Q63_103","Q63_105","Q63_106","Q63_108","Q63_109","Q63_111","Q63_112","Q63_115","Factor2_1","Q63_116","Q63_117","catch3","VSIQ_DO_Q63_95","VSIQ_DO_Q63_96","VSIQ_DO_Q63_97","VSIQ_DO_Q63_98","VSIQ_DO_Q63_100","VSIQ_DO_Q63_101","VSIQ_DO_Q63_102","VSIQ_DO_Q63_103","VSIQ_DO_Q63_105","VSIQ_DO_Q63_106","VSIQ_DO_Q63_108","VSIQ_DO_Q63_109","VSIQ_DO_Q63_111","VSIQ_DO_Q63_112","VSIQ_DO_Q63_115","VSIQ_DO_Factor2_1","VSIQ_DO_Q63_116","VSIQ_DO_Q63_117","VSIQ_DO_catch3","Q319","Q320","Q321","Q323","education_level","Q325","Q326","comments","source","code","InnerSpeechQuestions_DO_conversation_focus","InnerSpeechQuestions_DO_impulsiveness_1","InnerSpeechQuestions_DO_convo_memory_self","InnerSpeechQuestions_DO_narrative_IS","InnerSpeechQuestions_DO_dyslexia","InnerSpeechQuestions_DO_sing_along_thinking","InnerSpeechQuestions_DO_revise_convo","InnerSpeechQuestions_DO_rehearse_convo","InnerSpeechQuestions_DO_express_inner_states","InnerSpeechQuestions_DO_impulsiveness_3","InnerSpeechQuestions_DO_exp_type_nodding_off","InnerSpeechQuestions_DO_stress_IS","InnerSpeechQuestions_DO_catch2","InnerSpeechQuestions_DO_sing_along","InnerSpeechQuestions_DO_rehearse_question","InnerSpeechQuestions_DO_other_voice_quality","InnerSpeechQuestions_DO_thinking_in_ideas","InnerSpeechQuestions_DO_impulsiveness_2","InnerSpeechQuestions_DO_earworms","InnerSpeechQuestions_DO_convo_memory_friend","InnerSpeechQuestions_DO_catch1","InnerSpeechQuestions_DO_hearing_conversation","VerbalScored","VisualScored","high_low_verbal"
"28","80446",2022-10-01 17:13:59,2022-10-01 17:23:06,0,"72.33.2.21",100,546,1,2022-10-01 17:23:06,"R_3JjRl0ahTcnZD21",43.0812,-89.3845,"anonymous","EN",1,1,1,5,"-999",3,4,3,"-999",4,-999,3,"-999",4,4,2,"-999",2,"-999",1,2,1,2,5,5,1,4,5,2,81,39,100,1,2,3,5,2,1,4,2,4,4,2,5,4,5,1,2,1,5,1,5,5,5,14,13,12,4,16,17,2,19,15,6,5,18,8,3,10,11,1,7,9,1,1,"-999",19,2,NA,"Waiter","-999","sona","MECPELorTrSqzxBOGREA",2,19,5,16,15,8,11,17,14,18,21,22,12,7,10,9,13,20,3,4,1,6,2.91666666666667,3.3,"low_verbal"
"29","80623",2022-10-04 18:21:04,2022-10-04 18:27:53,0,"108.26.177.91",100,408,1,2022-10-04 18:27:53,"R_eVufIj77ggB14aZ",42.3291,-71.1815,"anonymous","EN",1,1,1,3,"-999",3,3,2,"-999",4,-999,3,"-999",3,3,3,"-999",2,"-999",4,2,1,3,4,4,1,2,5,2,61,33,14,1,2,3,2,4,3,2,4,4,5,2,4,4,4,2,2,3,4,2,4,4,5,11,3,14,16,1,2,7,18,15,10,4,13,8,9,12,5,17,19,6,1,1,"-999",19,3,NA,"student","-999","sona","oEOqXyvrTrdBHsfzYVCa",1,20,5,17,2,8,16,10,21,19,15,11,13,7,12,9,3,18,14,4,22,6,2.91666666666667,3.8,"low_verbal"
"30","A10JXOU89D5RXR",2022-05-18 15:49:26,2022-05-18 15:55:53,0,"67.253.201.215",100,386,1,2022-05-18 15:55:53,"R_3O09VJoEY8wZDLK",43.2138,-77.4575,"anonymous","EN",1,1,1,3,"-999",3,2,2,"-999",2,-999,3,"-999",4,4,4,"-999",2,"-999",2,1,3,3,3,1,6,2,4,2,74,82,88,2,1,3,3,2,1,1,1,2,3,4,4,3,4,1,2,4,4,4,4,4,5,5,13,10,15,18,12,17,11,2,9,14,4,19,7,1,3,16,8,6,2,1,"-999",60,5,"electrical engineering","purchasing","none",NA,"OETfVgrrTrjxiBfmhcfg",21,20,5,1,10,8,3,2,17,19,13,15,14,7,11,9,12,18,22,4,16,6,3.25,4.4,"low_verbal"
"31","A12HZGOZQD5YK7",2022-05-31 14:29:55,2022-05-31 14:40:49,0,"73.250.52.100",100,654,1,2022-05-31 14:40:49,"R_22QfepDeTZD9kA8",38.9187,-75.4291,"anonymous","EN",1,1,1,5,"-999",3,2,3,"-999",3,-999,3,"-999",4,2,3,"-999",2,"-999",4,2,2,3,3,3,3,1,5,1,60,41,22,1,2,3,4,1,1,1,1,4,2,4,4,4,4,1,1,4,2,1,4,2,5,13,14,17,12,1,5,3,11,19,4,18,10,9,6,16,2,7,15,8,2,1,"-999",41,4,"Computer Information Systems","Independent contractor","-999",NA,"wIQvQtbrTrWhOsuvYXAl",15,18,5,21,2,8,17,1,3,20,22,13,11,7,10,9,12,19,16,4,14,6,2.58,3.8,"low_verbal"
"32","A15T9HDPHV3X7Q",2022-05-19 02:49:57,2022-05-19 02:53:28,0,"162.199.164.185",100,210,1,2022-05-19 02:53:28,"R_26gzEiFTw1cDwal",33.1909,-96.6198,"anonymous","EN",1,1,1,3,"-999",1,1,2,"-999",2,-999,2,"-999",3,1,4,"-999",2,"-999",4,1,2,3,1,1,2,1,3,3,51,49,50,2,3,1,1,3,1,1,1,4,4,1,2,4,4,1,3,1,4,1,1,1,5,18,13,12,5,3,9,15,6,16,2,14,4,17,7,19,10,11,1,8,1,1,"-999",41,5,"cybersecurity","it support","vastly underpaid. this should have paid 10 dollars minimum",NA,"tuvRngDrTrhcUSGEFzzn",22,20,5,11,21,8,10,17,14,18,16,2,12,7,13,9,1,19,15,4,3,6,1.33,1.9,"low_verbal"
"33","A19X8IA9EKC3XH",2022-09-26 17:41:44,2022-09-26 17:55:12,0,"98.167.1.154",100,808,1,2022-09-26 17:55:13,"R_2pYv43qEbaVTVgj",36.2584,-115.1073,"anonymous","EN",1,1,1,5,"-999",3,5,3,"-999",4,-999,4,"-999",3,2,4,"-999",2,"-999",3,1,2,3,4,4,5,2,5,1,51,11,83,1,2,3,2,5,2,4,4,4,5,2,5,5,4,4,5,1,5,5,5,5,5,4,3,14,19,10,6,15,11,1,9,12,8,17,2,13,18,16,7,5,1,1,"English is my first language",37,2,NA,"C-17 Aircraft Mechanic","No further comments.",NA,"TCdXyrQrTrQMEkSskexk",15,18,5,2,10,8,1,3,17,19,16,14,21,7,11,9,22,20,13,4,12,6,4.5,4.1,"high_verbal"
"34","A1CB72B51L7TKE",2022-05-23 18:58:50,2022-05-23 19:07:01,0,"75.91.3.195",100,490,1,2022-05-23 19:07:01,"R_3eqmOmgKWIgp6jo",31.4559,-82.8564,"anonymous","EN",1,1,1,2,"I will get the attention of the person I am asking, and then take a second to actually form the question; I guess you could say I mostly want to be acknowledged as the speaker, then just wing it.",2,4,4,"-999",4,-999,3,"-999",4,4,4,"-999",1,"Like the question above about asking something in front of an audience.  I have the ""lightbulb"" where there is an idea, but I might not really know what it is when I raise my hand or whatever.  I just know the lightbulb is there.",5,1,3,3,5,5,2,1,4,1,100,87,100,3,1,2,1,5,1,3,1,5,5,1,5,5,5,1,5,1,4,5,5,5,5,11,1,12,6,14,7,17,5,2,18,9,16,13,10,15,3,4,19,8,1,1,"English is my first language, Spanish is my second",48,3,NA,"owner and general manager","Thanks for the opportunity.",NA,"JkwCjkLrTrwgSBzcOKpb",21,19,5,2,13,8,15,11,10,20,1,3,16,7,14,9,17,18,12,4,22,6,4.67,4.3,"high_verbal"
"35","A1CFMY4CEYOM8Y",2022-05-18 17:19:27,2022-05-18 17:22:34,0,"73.214.34.193",100,187,1,2022-05-18 17:22:34,"R_2U9jb0esaGaINX8",40.0778,-80.9788,"anonymous","EN",1,1,1,3,"-999",1,4,5,"-999",5,-999,3,"-999",3,2,4,"-999",2,"-999",2,1,2,3,2,3,2,1,1,2,66,73,57,1,3,2,5,5,4,5,1,5,5,5,1,3,4,2,2,4,5,5,4,4,5,15,18,17,7,5,12,16,6,1,19,11,9,14,10,13,8,4,3,2,1,1,"-999",43,4,"IT","dietary aid","-999",NA,"RTALSofrTrwwerXibdXV",2,19,5,21,3,8,1,11,10,18,16,15,17,7,14,9,12,20,22,4,13,6,2.92,4.2,"low_verbal"
"36","A1DUPOUC9RNU4L",2022-05-19 12:29:40,2022-05-19 12:34:04,0,"68.204.208.53",100,263,1,2022-05-19 12:34:04,"R_3PbH2NKL84bTTe3",28.5981,-81.3515,"anonymous","EN",1,1,1,4,"-999",2,4,4,"-999",3,-999,3,"-999",3,3,4,"-999",2,"-999",4,1,2,3,3,3,3,2,4,2,78,80,78,3,1,2,4,3,3,4,1,4,2,4,4,4,4,1,3,4,2,3,4,2,5,15,2,11,9,5,3,17,13,10,6,7,12,14,4,1,16,19,18,8,2,1,"-999",61,4,"Healthcare","healthcare","-999",NA,"JZRQcLIrTrJqniPBSTlF",1,20,5,3,13,8,16,21,22,19,15,11,14,7,10,9,2,18,17,4,12,6,2.25,3.7,"low_verbal"
"37","A1F9KLZGHE9DTA",2022-05-18 15:55:47,2022-05-18 15:59:44,0,"40.142.153.192",100,236,1,2022-05-18 15:59:47,"R_2xWw6b3MjAOdz1D",35.0837,-80.6646,"anonymous","EN",1,1,1,5,"-999",3,4,4,"-999",5,-999,4,"-999",4,2,4,"-999",2,"-999",2,3,3,3,5,3,4,4,4,2,75,60,52,2,1,3,4,4,4,2,4,4,2,4,5,4,5,1,5,4,2,4,5,4,5,1,9,8,16,5,2,7,10,12,17,11,13,15,6,19,4,18,3,14,1,1,"-999",47,3,NA,"Senior POS Technician (IT / Technical Support)","Thanks for the HIT!  I did my best and hope the data is useful!",NA,"vXQMvfjrTrRacrvqmVMt",14,20,5,11,2,8,15,17,1,19,3,22,12,7,21,9,10,18,13,4,16,6,5,4,"high_verbal"
"38","A1JJYY622DGE5L",2022-05-24 10:48:43,2022-05-24 10:54:21,0,"107.11.182.13",100,337,1,2022-05-24 10:54:21,"R_RQ5j8qFyJBZNuFP",40.2738,-81.8662,"anonymous","EN",1,1,1,5,"-999",3,4,4,"-999",4,-999,4,"-999",4,5,4,"-999",2,"-999",5,1,2,3,5,4,5,3,5,2,61,65,76,2,1,3,1,5,4,2,3,5,5,1,5,5,5,4,5,1,5,4,5,5,5,14,11,6,17,8,2,18,10,19,16,5,1,4,7,13,12,9,3,15,2,1,"-999",47,5,"Business","Advertising Sales Representative","-999",NA,"RLtmhyXrTrhZHwrypSqP",1,18,5,3,17,8,10,12,14,20,22,13,11,7,15,9,21,19,16,4,2,6,4.67,4.4,"high_verbal"
"39","A1KOBLL83SICGQ",2022-05-27 18:53:00,2022-05-27 19:04:09,0,"191.96.227.36",100,668,1,2022-05-27 19:04:09,"R_3feJjPUSGh2PHjy",40.7425,-73.9877,"anonymous","EN",1,1,1,5,"-999",2,5,4,"-999",4,-999,3,"-999",3,4,4,"-999",2,"-999",4,1,2,3,2,4,5,2,4,1,27,52,50,1,2,3,2,1,1,1,1,2,4,1,4,2,4,1,2,1,4,2,5,4,5,6,1,10,3,15,17,4,2,9,13,8,7,14,11,18,5,19,16,12,2,1,"-999",40,5,"Computer Science","Computer System Analyst","-999",NA,"hpbJyBprTrgmzWknFXrj",12,18,5,1,22,8,17,15,16,19,21,11,14,7,13,9,10,20,2,4,3,6,2.42,3.8,"low_verbal"
"40","A1LRJ4U04532TM",2022-05-23 18:38:17,2022-05-23 18:42:19,0,"148.170.193.228",100,241,1,2022-05-23 18:42:19,"R_2whPKKfUAjn0MTG",36.3312,-92.3753,"anonymous","EN",1,1,1,5,"-999",4,5,3,"-999",4,-999,3,"-999",3,2,4,"-999",2,"-999",4,2,2,3,4,3,1,2,4,2,10,23,16,2,3,1,1,5,4,2,5,5,5,1,5,5,5,2,5,1,4,5,5,4,1,5,12,17,9,11,13,1,3,15,16,8,6,19,4,10,18,7,2,14,2,1,"-999",47,3,NA,"bookkeeper","-999",NA,"GpOySafrTrLNjkoxMDFs",1,20,5,17,22,8,11,16,10,18,12,21,13,7,15,9,14,19,3,4,2,6,4.83,4.2,"high_verbal"
"41","A1M64R8HPYNNZA",2022-05-19 02:35:40,2022-05-19 02:39:03,0,"32.211.205.219",100,203,1,2022-05-19 02:39:04,"R_szhnTTIucTAZJGF",41.1225,-73.4425,"anonymous","EN",1,1,1,1,"-999",1,5,4,"-999",4,-999,3,"-999",4,3,4,"-999",2,"-999",1,1,2,3,2,1,5,1,4,4,33,28,52,1,3,2,3,1,1,3,1,1,4,3,2,1,3,1,1,1,5,3,4,1,5,9,14,3,15,16,11,18,4,2,17,6,7,5,8,19,13,12,1,10,1,1,"N/A",44,5,"Fine Arts","None of your business","-999",NA,"jcUCXCyrTrwPVlXNodKK",10,18,5,2,12,8,13,1,3,19,14,21,22,7,15,9,11,20,17,4,16,6,4.75,4.4,"high_verbal"
"42","A1PUSSRD8P5HHH",2022-05-27 04:31:57,2022-05-27 04:43:32,0,"108.166.181.125",100,695,1,2022-05-27 04:43:32,"R_1daihNDMti6Nkz9",32.9365,-96.7871,"anonymous","EN",1,1,1,3,"-999",3,1,3,"-999",3,-999,3,"-999",3,4,4,"-999",2,"-999",1,1,2,3,3,1,4,2,4,5,92,100,90,1,2,3,4,4,3,4,5,4,5,4,3,4,4,4,3,5,5,4,3,5,5,10,4,15,8,5,17,3,14,11,6,2,19,1,18,9,13,16,7,12,1,1,"n/a",35,5,"Economics","Service","n/a",NA,"MEqLiaIrTrLToyqbmEWj",11,20,5,22,13,8,10,14,1,19,17,12,21,7,15,9,16,18,2,4,3,6,2.67,3,"low_verbal"
"43","A1RKGN3VY39TM1",2022-05-23 19:26:37,2022-05-23 19:31:16,0,"71.10.18.212",100,278,1,2022-05-23 19:31:17,"R_1d4vtMxljKcprU9",43.6055,-84.7796,"anonymous","EN",1,1,1,5,"-999",2,4,5,"-999",5,-999,4,"-999",4,3,3,"-999",2,"-999",4,1,2,3,4,4,1,2,4,1,20,84,51,3,2,1,1,5,1,1,1,3,5,1,4,4,5,1,5,1,5,1,2,4,5,19,18,10,7,12,8,9,17,15,11,6,5,4,1,3,16,13,14,2,2,1,"-999",23,4,"education","retail cashier","-999",NA,"fFhXFckrTrxNsdbKpMXN",11,20,5,13,12,8,10,15,17,19,14,2,22,7,3,9,1,18,21,4,16,6,4.92,1.6,"high_verbal"
"44","A1WH32GYQOHIRQ",2022-05-18 16:29:36,2022-05-18 16:35:42,0,"172.223.47.109",100,365,1,2022-05-18 16:35:42,"R_3E9I9GTGsouqu8m",34.2759,-86.2045,"anonymous","EN",1,1,1,5,"-999",2,4,5,"-999",5,-999,4,"-999",3,2,4,"-999",2,"-999",5,1,3,3,3,3,2,1,5,1,49,71,92,3,2,1,1,5,1,1,1,5,5,1,3,5,4,1,5,1,5,3,4,3,5,13,11,14,9,2,10,6,18,15,17,19,1,5,7,16,4,3,8,12,2,1,"-999",57,3,NA,"data entry","-999",NA,"nalKgrorTrHMScJjQYes",17,18,5,11,10,8,15,22,14,20,2,21,3,7,1,9,16,19,13,4,12,6,4.58,1.9,"high_verbal"
"45","A2615YW1YERQBO",2022-05-27 00:22:15,2022-05-27 00:29:00,0,"76.105.14.4",100,405,1,2022-05-27 00:29:00,"R_2xFad8t0JFBjtUx",38.6841,-121.0676,"anonymous","EN",1,1,1,4,"-999",2,3,3,"-999",4,-999,3,"-999",3,4,4,"-999",1,"I see it as concepts sometimes - if it's a mechanical object, otherwise, mostly verbal.",4,2,2,3,3,3,1,2,4,2,43,70,68,1,2,3,4,2,2,2,3,3,2,4,4,2,2,2,3,4,2,3,3,4,5,10,4,6,15,17,7,18,2,9,11,5,13,3,1,12,8,16,19,14,1,1,"n/a",57,3,NA,"unemployed in computer/digital electronics technology","no comments",NA,"UUfzGmxrTrQsaECxQkDp",3,19,5,16,2,8,10,1,17,18,12,22,13,7,11,9,21,20,14,4,15,6,2.58,3.7,"low_verbal"
"46","A26BQ33MHKVYFB",2022-05-27 01:56:45,2022-05-27 02:07:08,0,"174.108.16.172",100,623,1,2022-05-27 02:07:08,"R_2dWPKhAE63zMxM9",35.6206,-80.4029,"anonymous","EN",1,1,1,4,"-999",2,3,3,"-999",3,-999,3,"-999",3,2,2,"-999",1,"thought pop into my head",4,2,3,3,4,2,5,4,4,2,40,29,49,1,2,3,4,2,2,2,1,3,2,4,3,2,4,1,4,2,4,1,4,3,5,1,8,7,17,14,3,6,9,19,2,5,13,4,12,11,18,10,16,15,2,1,"-999",60,2,NA,"Retired","-999",NA,"LGZbUrGrTrfjdhOgLtQr",3,18,5,1,11,8,10,22,21,20,15,17,14,7,16,9,12,19,2,4,13,6,2.33,2.5,"low_verbal"
"47","A26RO8GGTQAXGG",2022-05-23 18:32:48,2022-05-23 18:39:05,0,"63.155.74.201",100,376,1,2022-05-23 18:39:05,"R_2ZIHUIOIOZ1fSnM",44.0991,-123.1371,"anonymous","EN",1,1,1,3,"-999",1,4,3,"-999",4,-999,1,"I do not have an inner dialog",4,1,1,"it's not in sounds in my brain, just the words",1,"I do not have an inner monolog or dialog. thoughts do not need words",5,3,1,3,2,2,3,1,3,2,81,94,27,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,5,7,4,6,18,13,15,12,17,1,9,11,8,3,19,14,16,5,10,2,2,1,"-999",58,5,"business, fine art","local government clerk","I do not think in words or pictures or any inner dialog",NA,"nBUoojxrTrdfsGeJUoZe",2,20,5,13,12,8,11,14,16,19,15,17,21,7,1,9,22,18,10,4,3,6,1.42,2.7,"low_verbal"
"48","A26UIS59SY4NM6",2022-05-19 02:27:12,2022-05-19 02:33:25,0,"47.208.75.161",100,372,1,2022-05-19 02:33:25,"R_3ltWMWLOXHnTSoF",40.7977,-124.1565,"anonymous","EN",1,1,1,5,"-999",1,4,5,"-999",5,-999,4,"-999",3,5,4,"-999",2,"-999",5,1,2,3,4,5,5,1,5,2,80,79,64,3,2,1,2,2,5,4,4,4,4,4,4,3,4,2,4,1,2,5,4,2,5,9,3,15,5,14,1,4,2,12,17,18,8,13,19,6,7,10,16,11,1,1,"-999",50,5,"history","luthier","-999",NA,"JLhbLFurTrqmvZIJgEtm",17,20,5,2,12,8,10,22,13,18,16,1,14,7,15,9,21,19,3,4,11,6,4.75,4.5,"high_verbal"
"49","A289D98Z4GAZ28",2022-05-27 00:36:16,2022-05-27 00:48:45,0,"73.57.91.147",100,749,1,2022-05-27 00:48:45,"R_uqT2U5T5vPtPJjr",26.7165,-80.0679,"anonymous","EN",1,1,1,3,"-999",1,2,3,"-999",3,-999,2,"-999",3,4,3,"-999",2,"-999",4,1,1,3,2,3,2,2,4,2,72,38,41,1,2,3,2,2,2,2,2,2,4,2,4,4,2,2,2,2,4,2,2,2,5,2,6,1,18,10,9,12,13,19,15,8,16,3,5,7,17,11,14,4,1,1,"-999",52,7,"economics","office clerk","Task took 60 minutes, so the pay was extremely low. Please pay workers a reasonable wage. This was not fair.",NA,"GhigtoBrTrHumFhmVpFZ",17,20,5,2,16,8,12,21,11,19,10,15,14,7,22,9,13,18,1,4,3,6,2.5,3,"low_verbal"
"50","A2AAFWAAS9C1QC",2022-05-27 00:16:20,2022-05-27 00:25:01,0,"71.206.106.203",100,520,1,2022-05-27 00:25:01,"R_2Ep27tIuFlzvaFw",35.9306,-86.8788,"anonymous","EN",1,1,1,5,"-999",2,4,3,"-999",3,-999,3,"-999",4,5,4,"-999",2,"-999",4,1,2,3,3,3,3,2,5,2,33,25,31,1,2,3,2,5,1,1,1,4,5,1,5,4,5,1,5,2,5,5,5,5,1,3,19,10,17,6,1,2,16,7,15,8,14,13,9,18,4,12,11,5,2,1,"-999",47,4,"Business Systems Technology","Transcriber","Enjoyed the tasks. They were fun and challenging. Best wishes with your research.",NA,"WElbePJrTrSvRXYfdoOk",22,20,5,11,17,8,2,13,1,18,10,14,3,7,21,9,15,19,12,4,16,6,3.17,4.1,"low_verbal"
"51","A2H2LO1OOF8R5N",2022-05-19 03:07:13,2022-05-19 03:14:03,0,"24.243.153.181",100,410,1,2022-05-19 03:14:04,"R_3PFUhr79t8zXJVS",30.3023,-97.6914,"anonymous","EN",1,1,1,3,"-999",1,2,3,"-999",3,-999,1,"I think in terms of broader concepts -- expressing concern about X; agreeing with convo partner about Y, and so on.",1,6,4,"-999",1,"I picture things happening, such as someone coughing over a piece of dough.",5,3,1,3,2,1,5,1,4,1,8,77,64,2,3,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,5,2,1,1,5,18,19,1,14,9,7,4,17,2,16,5,6,8,11,3,15,13,10,12,2,1,"-999",56,6,"Communications (journalism)","constituent relations coordinator","Thank you -- very interesting study!",NA,"PBENNJhrTruGlJtTxpQK",14,19,5,3,21,8,16,2,11,18,13,10,15,7,22,9,1,20,17,4,12,6,1.67,3.3,"low_verbal"
"52","A2M183CETUMR96",2022-05-27 00:44:41,2022-05-27 00:55:06,0,"173.23.186.176",100,624,1,2022-05-27 00:55:06,"R_2DSOcNpqeSG6A5o",41.2814,-86.6246,"anonymous","EN",1,1,1,5,"-999",1,4,3,"-999",3,-999,3,"-999",3,4,4,"-999",2,"-999",3,1,2,3,2,3,5,2,4,2,60,30,82,1,2,3,3,2,1,1,1,2,4,4,4,3,4,1,3,3,2,2,3,2,5,10,6,7,5,15,16,1,13,9,11,3,19,14,18,12,4,8,17,2,1,1,"-999",39,1,NA,"freelancer","-999",NA,"OAABSMArTrhJfPhhWJsi",3,20,5,12,22,8,10,14,1,18,16,2,15,7,17,9,21,19,13,4,11,6,2.25,1.8,"low_verbal"
"53","A2MOKIEQZ0OF2M",2022-05-19 02:12:13,2022-05-19 02:19:04,0,"173.47.178.180",100,410,1,2022-05-19 02:19:04,"R_2QXRe7ftptLOmN1",35.0275,-99.0849,"anonymous","EN",1,1,1,3,"-999",2,3,3,"-999",3,-999,3,"-999",3,4,2,"-999",2,"-999",2,2,2,3,4,4,2,2,4,2,83,93,82,2,3,1,4,5,4,5,4,5,5,5,4,5,4,5,5,4,5,5,5,4,5,1,8,2,19,14,15,9,11,12,3,6,7,17,5,10,16,4,13,18,1,1,"-999",59,5,"Business Administration","Computer tech","It helped my memory",NA,"efbocPqrTrDkURDqcQDQ",1,20,5,13,11,8,15,21,14,18,22,3,17,7,2,9,10,19,16,4,12,6,4.92,5,"high_verbal"
"54","A2NAKIXS3DVGAA",2022-09-26 17:35:47,2022-09-26 17:41:47,0,"67.247.68.1",100,359,1,2022-09-26 17:41:48,"R_3lPKbQ8QDaPnWuI",43.0642,-74.334,"anonymous","EN",1,1,1,1,"-999",1,1,2,"-999",2,-999,2,"-999",1,6,2,"-999",2,"-999",4,1,2,3,1,1,3,2,3,3,0,0,0,1,2,3,3,2,2,2,2,3,2,3,2,3,2,2,2,3,3,2,2,2,5,3,1,4,15,6,8,2,17,13,9,14,12,16,7,11,5,10,19,18,1,1,"-999",28,5,"Operations Research","Server","-999",NA,"gMpgbKerTrzDtbpuypev",14,20,5,1,13,8,11,3,15,19,10,16,22,7,17,9,21,18,12,4,2,6,2.58,2.9,"low_verbal"
"55","A2OVWCQ4B9AHFY",2022-05-27 02:25:27,2022-05-27 02:30:45,0,"172.58.128.11",100,317,1,2022-05-27 02:30:46,"R_3CH3rjabMgoiv5l",25.9289,-80.1827,"anonymous","EN",1,1,1,4,"-999",2,3,4,"-999",4,-999,3,"-999",4,4,4,"-999",2,"-999",4,2,1,3,3,3,3,2,4,3,83,74,78,1,2,3,4,3,1,1,1,4,4,3,1,1,2,1,3,4,4,4,4,2,5,15,18,9,12,3,2,6,17,13,5,14,4,16,19,10,7,1,11,8,1,1,"-999",39,5,"Organizational Management","assistant manager","-999",NA,"oUXAjvPrTrwFDfktfqIK",21,20,5,10,16,8,14,12,13,19,22,17,3,7,15,9,11,18,2,4,1,6,2.42,4.6,"low_verbal"
"56","A2PUL3ZDXOW0VZ",2022-05-18 18:55:35,2022-05-18 19:09:06,0,"72.107.57.181",100,810,1,2022-05-18 19:09:07,"R_3LjKSsuGn4yxkL8",38.2604,-93.9936,"anonymous","EN",1,1,1,3,"-999",2,4,3,"-999",4,-999,3,"-999",4,2,4,"-999",2,"-999",4,1,2,3,4,3,4,2,4,2,79,50,79,2,1,3,3,4,1,2,1,4,4,3,5,4,5,1,4,4,2,4,5,4,5,19,8,12,9,14,10,17,18,4,16,11,15,2,7,3,5,6,13,1,1,1,"-999",59,5,"Computer science","Government worker","-999",NA,"vagGjvprTrhkWMgESUYz",11,19,5,21,12,8,22,16,15,20,1,2,17,7,13,9,14,18,3,4,10,6,4.67,4.2,"high_verbal"
"57","A2PWUACCQI97J8",2022-05-22 22:56:42,2022-05-22 23:03:06,0,"73.140.103.207",100,383,1,2022-05-22 23:03:06,"R_2WHD4GpMH8Vb2FI",47.1458,-122.4544,"anonymous","EN",1,1,1,5,"-999",3,4,4,"-999",5,-999,4,"-999",4,4,4,"-999",2,"-999",4,2,3,3,5,3,6,2,4,3,30,9,40,2,3,1,2,5,2,2,4,5,5,1,5,5,4,1,5,1,5,4,5,4,5,10,13,15,6,4,19,18,14,2,8,3,16,9,5,7,12,1,11,17,2,1,"-999",27,5,"Information Technology","Database Admin","-999",NA,"CUtWFbirTrPTQPQcZipl",15,19,5,12,13,8,22,3,1,18,11,10,2,7,21,9,16,20,14,4,17,6,4.92,4.8,"high_verbal"
"58","A2SKY4RRWII0BF",2022-05-18 19:15:38,2022-05-18 19:25:22,0,"136.36.245.27",100,583,1,2022-05-18 19:25:22,"R_3OqQF2kuI0LpOcx",40.6982,-111.841,"anonymous","EN",1,1,1,4,"-999",2,3,4,"-999",4,-999,3,"-999",3,4,4,"-999",2,"-999",4,1,2,3,3,3,6,1,4,2,71,52,59,1,3,2,3,3,1,2,1,3,4,4,3,4,3,3,2,2,4,1,3,2,5,2,5,18,9,10,1,12,8,17,3,13,4,11,14,16,19,6,15,7,1,0,"Samoan",55,4,"Pre Liberal Arts","Unemployed","-999",NA,"xXlEhhrrTroMjiKJeQhO",17,19,5,16,22,8,10,15,2,20,13,11,1,7,3,9,12,18,21,4,14,6,2.83,3.8,"low_verbal"
"59","A2WDF40FA670T9",2022-05-19 11:23:53,2022-05-19 11:31:36,0,"65.33.209.217",100,462,1,2022-05-19 11:31:37,"R_1dshEMuW6J8uYW1",27.7045,-82.4338,"anonymous","EN",1,1,1,3,"-999",2,4,3,"-999",4,-999,4,"-999",4,2,4,"-999",2,"-999",5,1,1,3,3,3,5,2,4,2,88,88,89,3,2,1,2,4,5,2,4,5,5,2,5,5,5,5,5,2,5,5,4,5,5,9,14,11,13,7,16,10,19,1,2,3,12,18,8,6,5,15,17,4,1,1,"-999",61,5,"Economics","Software Development Manager","Study is long and very tiring.  I felt that some of the sections, like the last, were exceedingly long for no reason other than to be long or reach the point of being exhausted. I think it would be a consideration to shorten these and still achieve the same objectives.",NA,"tsGNMWkrTrmoXPwZVOXS",15,18,5,13,22,8,3,10,11,20,17,2,16,7,12,9,1,19,21,4,14,6,4.67,4.6,"high_verbal"
"60","A2WJMGV0HKQG3Z",2022-05-19 02:24:30,2022-05-19 02:30:10,0,"173.217.208.158",100,340,1,2022-05-19 02:30:10,"R_22WA3TJZrrjAzct",31.7578,-93.0908,"anonymous","EN",1,1,1,5,"-999",1,4,3,"-999",3,-999,3,"-999",3,5,3,"-999",2,"-999",4,1,2,3,3,3,5,2,5,3,80,60,60,1,2,3,2,4,3,3,2,4,4,2,4,4,4,3,4,2,4,4,4,4,5,6,15,4,14,2,17,19,16,7,3,11,10,1,5,18,12,8,13,9,2,1,"-999",67,3,NA,"optician","-999",NA,"abVwKFFrTrZdDcttqxzr",12,20,5,2,15,8,14,3,11,19,21,1,13,7,10,9,22,18,17,4,16,6,4.67,4.7,"high_verbal"
